model,dimension,dialect,mean,ci_low,ci_high,sd,n,centered_mean
qwen3,professionalism,CHD,0.4222222222222222,0.25428635526769827,0.5901580891767462,0.4963357798398242,36.0,-0.07777777777777778
qwen3,professionalism,JNN,0.48888888888888893,0.3204344333599243,0.6573433444178536,0.4978684724633765,36.0,-0.011111111111111072
qwen3,professionalism,TYN,0.4833333333333333,0.31493282293513636,0.6517338437315302,0.49770903720375187,36.0,-0.01666666666666672
qwen3,professionalism,WHN,0.4222222222222222,0.25428635526769827,0.5901580891767462,0.4963357798398242,36.0,-0.07777777777777778
qwen3,professionalism,XIA,0.4444444444444444,0.27393140594377885,0.61495748294511,0.5039526306789697,36.0,-0.05555555555555558
qwen3,trustworthiness,BEI,0.5,0.3284245646881129,0.6715754353118871,0.50709255283711,36.0,0.0
qwen3,trustworthiness,CHD,0.5,0.3284245646881129,0.6715754353118871,0.50709255283711,36.0,0.0
qwen3,trustworthiness,JNN,0.5,0.3284245646881129,0.6715754353118871,0.50709255283711,36.0,0.0
qwen3,trustworthiness,TYN,0.5,0.3284245646881129,0.6715754353118871,0.50709255283711,36.0,0.0
qwen3,trustworthiness,WHN,0.5,0.3284245646881129,0.6715754353118871,0.50709255283711,36.0,0.0
qwen3,trustworthiness,XIA,0.5,0.3284245646881129,0.6715754353118871,0.50709255283711,36.0,0.0
qwen3.5,approachability,BEI,0.4388888888888889,0.29079019199943607,0.5869875857783418,0.43770686719230434,36.0,-0.061111111111111116
qwen3.5,approachability,CHD,0.47777777777777775,0.31988049446941774,0.6356750610861377,0.4666666666666667,36.0,-0.022222222222222254
qwen3.5,approachability,JNN,0.41666666666666674,0.27904933381362496,0.5542839995197085,0.4067291130821243,36.0,-0.08333333333333326
qwen3.5,approachability,TYN,0.23333333333333334,0.11837921436505743,0.34828745230160923,0.3397478056273085,36.0,-0.26666666666666666
qwen3.5,approachability,WHN,0.27222222222222225,0.148865142265912,0.39557930217853254,0.3645828231288947,36.0,-0.22777777777777775
qwen3.5,approachability,XIA,0.15555555555555556,0.057011410301889484,0.2540997008092216,0.291247998835008,36.0,-0.34444444444444444
qwen3.5,competence,BEI,0.33888888888888885,0.20180075366161526,0.47597702411616244,0.4051650653236656,36.0,-0.16111111111111115
qwen3.5,competence,CHD,0.027777777777777776,-0.01841048740851465,0.0739660429640702,0.13650978219497908,36.0,-0.4722222222222222
qwen3.5,competence,JNN,0.03888888888888889,-0.01672424641903405,0.09450202419681183,0.16436506020402578,36.0,-0.46111111111111114
qwen3.5,competence,TYN,0.027777777777777776,-0.0009449398421907118,0.056500495397746264,0.08489021855519756,36.0,-0.4722222222222222
qwen3.5,competence,WHN,0.005555555555555556,-0.005722821823613018,0.01683393293472413,0.03333333333333334,36.0,-0.49444444444444446
qwen3.5,competence,XIA,0.0,0.0,0.0,0.0,36.0,-0.5
qwen3.5,educatedness,BEI,0.36666666666666664,0.21973824190887303,0.5135950914244602,0.4342481186734475,36.0,-0.13333333333333336
qwen3.5,educatedness,CHD,0.0,0.0,0.0,0.0,36.0,-0.5
qwen3.5,educatedness,JNN,0.022222222222222223,-0.009218828557877378,0.05366327300232182,0.0929242736582893,36.0,-0.4777777777777778
qwen3.5,educatedness,TYN,0.05555555555555555,-0.016080216909922534,0.12719132802103364,0.2117200907457694,36.0,-0.4444444444444444
qwen3.5,educatedness,WHN,0.0,0.0,0.0,0.0,36.0,-0.5
qwen3.5,educatedness,XIA,0.0,0.0,0.0,0.0,36.0,-0.5
qwen3.5,friendliness,BEI,0.43333333333333335,0.2975103058249471,0.5691563608417196,0.4014260294784796,36.0,-0.06666666666666665
qwen3.5,friendliness,CHD,0.14444444444444446,0.04523867496947935,0.24365021391940955,0.29320343444143687,36.0,-0.3555555555555555
qwen3.5,friendliness,JNN,0.2444444444444444,0.1287968750907587,0.3600920137981301,0.341797303712883,36.0,-0.2555555555555556
qwen3.5,friendliness,TYN,0.08888888888888889,0.002615357301995247,0.17516242047578254,0.2549821033246706,36.0,-0.4111111111111111
qwen3.5,friendliness,WHN,0.09444444444444444,0.02680103877905421,0.16208785010983467,0.19992061916734344,36.0,-0.40555555555555556
qwen3.5,friendliness,XIA,0.05555555555555555,-0.023047071394693433,0.13415818250580452,0.2323106841457232,36.0,-0.4444444444444444
qwen3.5,likability,BEI,0.4222222222222222,0.28613187891201286,0.5583125655324316,0.40221608343995613,36.0,-0.07777777777777778
qwen3.5,likability,CHD,0.12222222222222223,0.030319016212959918,0.21412542823148456,0.27162065049951156,36.0,-0.37777777777777777
qwen3.5,likability,JNN,0.1888888888888889,0.0866521375741428,0.291125640203635,0.30216152518410966,36.0,-0.3111111111111111
qwen3.5,likability,TYN,0.09444444444444444,0.019462317262249826,0.16942657162663904,0.22161026851459553,36.0,-0.40555555555555556
qwen3.5,likability,WHN,0.08888888888888889,0.01574694388490215,0.16203083389287565,0.21617159556740737,36.0,-0.4111111111111111
qwen3.5,likability,XIA,0.06666666666666667,-0.014214769196046154,0.1475481025293795,0.23904572186687875,36.0,-0.43333333333333335
qwen3.5,professionalism,BEI,0.3055555555555556,0.18079231765699721,0.43031879345411395,0.36873873402214463,36.0,-0.19444444444444442
qwen3.5,professionalism,CHD,0.027777777777777776,-0.02861410911806507,0.08416966467362062,0.16666666666666663,36.0,-0.4722222222222222
qwen3.5,professionalism,JNN,0.08888888888888888,0.007291674154505684,0.17048610362327207,0.24116121196977375,36.0,-0.4111111111111111
qwen3.5,professionalism,TYN,0.03888888888888889,0.003376708556538266,0.07440106922123951,0.10495652917219118,36.0,-0.46111111111111114
qwen3.5,professionalism,WHN,0.005555555555555556,-0.005722821823613018,0.01683393293472413,0.03333333333333334,36.0,-0.49444444444444446
qwen3.5,professionalism,XIA,0.011111111111111112,-0.011445643647226037,0.03366786586944826,0.06666666666666668,36.0,-0.4888888888888889
qwen3.5,trustworthiness,BEI,0.3277777777777778,0.18115887184858634,0.4743966837069692,0.4333333333333334,36.0,-0.17222222222222222
qwen3.5,trustworthiness,CHD,0.027777777777777776,-0.008941958616341096,0.06449751417189664,0.1085254706406647,36.0,-0.4722222222222222
qwen3.5,trustworthiness,JNN,0.08888888888888889,0.008911184584998802,0.16886659319277897,0.23637473611411156,36.0,-0.4111111111111111
qwen3.5,trustworthiness,TYN,0.03333333333333334,-0.007908268641804245,0.07457493530847092,0.1218898800440088,36.0,-0.4666666666666667
qwen3.5,trustworthiness,WHN,0.0,0.0,0.0,0.0,36.0,-0.5
qwen3.5,trustworthiness,XIA,0.0,0.0,0.0,0.0,36.0,-0.5
